scenario,affinity,committer_count,committers_seen,callers,depth,throughput_trx_s,commit_group_avg,commits_per_s,pool_lock_per_trx,trx_materialized,errors,ack_p50_us,ack_p95_us,ack_p99_us,load1_end
s10,off,2,2,50,0,1280.4840024907453,11.344827586206897,112.9,13.52,25662,0,7315,201719,365690,1.72
s10,off,4,4,50,0,1373.6774804665706,12.018752725686873,114.3,13.52,27559,0,7913,173015,298319,3.15
s10,off,8,8,50,0,1375.7042200993903,11.958820979627221,115.0,13.51,27589,0,7753,171442,304611,1.55
